Textbox1
"Omejitve izpisa:
Leto: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017
ReCO: vse
Občina: vse
Vrsta enote: Prostovoljna teritorialna gasilska društva, Poklicne gasilske enote, Industrijska gasilska društva"

VrstaDogodka1,Leto1,Textbox40,Dogodek,PKID2,Textbox29
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBNO,3,32,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBNO OB SAVINJI,4,28,0,0,"1.504,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUTOMER,7,57,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOČE,6,74,0,0,"1.162,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOČICA OB SAVINJI,10,64,,,"50.070,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOČICA PRI VRANSKEM ,8,42,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOG,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOG POD MANGARTOM,1,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOG PRI BREZOVICI,3,26,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOGAROVCI,1,1,0,0,"0,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKA,2,13,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKA PRI MENGŠU,12,79,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKA PRI ŽUSMU,5,52,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKARJE,12,93,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKE,7,42,0,0,"705,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKEV,15,62,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKOVICA,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKROVEC - DOBROVA,3,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOKVICA,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOM POD STORŽIČEM,1,6,,,"390,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOPATA,3,25,,,"554,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOVRENC NA DRAVSKEM POLJU,4,34,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOVRENC NA POHORJU,6,85,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOŽINE ,2,14,,,"141,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LOŽNICA PRI ŽALCU,5,31,0,0,"560,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LUCOVA,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LUČE ,2,20,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LUKOVEK,1,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LUKOVICA,11,83,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAHAROVEC,2,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAHOVNIK,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAJŠPERK,2,18,0,0,"210,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAJŠPERK - BREG,2,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAKOLE,2,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MALA NEDELJA,1,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MALEČNIK,5,57,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MALI OBREŽ,1,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MALO MRAŠEVO,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MARIBOR - MESTO,21,170,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MARIBOR - POBREŽJE,18,155,,4,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MARIBOR - STUDENCI,16,205,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MARKOVCI,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MARNO,2,18,,,"1.008,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MATENA,3,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MATERIJA,32,213,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MATKE,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MAVČIČE,6,86,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MEDNO,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MEDVEDCE,1,12,0,0,"1.039,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MEKOTNJAK - STARA CESTA,1,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MENGEŠ,18,189,,2,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MESTINJE,1,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,METLIKA,14,133,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MEZGOVCI,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MIHALOVEC,3,26,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MIHOVCE - DRAGONJA VAS,2,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MIKLAVŽ NA DRAVSKEM POLJU,7,48,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MIRNA,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MIRNA PEČ,4,54,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MISLINJA,7,65,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MLINŠE,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOJSTRANA,7,58,,,"701,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOKRONOG,5,49,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MORAVČE,4,55,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MORAVSKE TOPLICE,6,55,0,1,"1.300,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOST NA SOČI,3,31,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOSTE,7,177,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOŠNJE,4,31,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOTNIK,4,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOVRAŽ,37,188,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOZELJ,1,3,0,0,"103,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MOZIRJE,10,128,,,"1.153,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MULJAVA,4,26,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MURSKA SOBOTA,34,141,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MURSKI ČRNCI,1,7,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,MUTA,9,59,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NADGORICA,4,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NAKLO,13,111,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NAZARJE,4,50,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NEGOVA,1,15,0,0,"1.637,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NEMŠKA VAS,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NEMŠKI ROVT,1,0,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NEVLJE,5,37,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOMENJ,2,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOTRANJE GORICE - PLEŠIVICA,3,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVA CERKEV,10,130,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVA GORICA,30,212,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVA ŠTIFTA,3,26,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVA VAS,1,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVA VAS NA BLOKAH,9,63,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVAKI,1,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NOVO DOLIČ,2,13,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,NUSKOVA,1,4,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OBČINE,3,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OBREŽ,5,50,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OBREŽJE,7,60,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OJSTRIŠKA VAS - TABOR,5,24,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OKONINA,4,35,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OKOSLAVCI,2,11,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OPLOTNICA,6,62,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OREHOVCI,1,8,0,0,"116,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OREHOVICA,2,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OREŠJE,2,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,ORMOŽ,7,51,0,0,"1.767,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OSEK,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OSP,28,75,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OSTROŽNO,2,26,,,"732,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OTAVICE,4,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OTOČEC,3,11,,,"80,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OTOK,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,OŽBALT,2,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PADEŽ,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PALČJE,7,35,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PALOMA - SLADKI VRH,10,113,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PAMEČE - TROBLJE,3,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PAŠKA VAS,2,30,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PEKRE,5,45,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PERNICA,11,90,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PESJE,4,30,0,0,"635,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PESNICA,12,112,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PETANJCI,1,2,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PETIŠOVCI,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PETROVA VAS,4,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PIJAVA GORICA,2,10,,,"141,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PIRAN,71,281,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PIROŠICA,12,57,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PIŠECE,9,53,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PIVKA,26,168,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PLANINA,8,75,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PLANINA POD GOLICO,4,11,,,"1.447,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PLUŽNJE,1,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POBEGI - ČEŽARJI,50,295,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POBREŽJE OB SAVINJI,7,43,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODBLICA,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODBOČJE,3,28,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODBRDO,3,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODBREZJE,4,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODČETRTEK,3,25,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGORA - PODGRAJE,3,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGORICA ŠENTJAKOB,2,2,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGORJE,2,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGORJE IZ APAŠKE DOLINE,2,15,0,0,"193,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGRAD,28,251,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODGRAD - MEHOVO,3,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODHOM,3,24,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODKOREN,4,31,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODKUM,1,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODLEHNIK,7,56,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODLIPA - SMREČJE,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODLJUBELJ,2,13,,,"628,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODNANOS,9,60,,,"500,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODNART,5,48,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODOVA,3,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODPEČ,3,33,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODPRESKA,1,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODSMREKA,1,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODSREDA,4,46,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODTURN,4,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PODUTIK - GLINCE,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLENŠAK,1,13,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLHOV GRADEC,5,41,,,"50,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLICA,6,89,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLJANE,6,72,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLJČANE,7,109,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLJE,4,56,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLJE - SEDLARJEVO,3,27,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POLZELA,10,92,,,"81.771,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PONIKVA,4,58,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PONIKVA PRI ŽALCU,5,47,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PONIKVE,2,15,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PONIKVE PRI TREBNJEM,3,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PONOVA VAS,1,11,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POSTOJNA,93,526,,,"3.300,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,POVIR,6,75,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRAGERSKO,11,114,,,"350,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRAPRETNO,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREBAČEVO - HRASTJE,2,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREBOLD - DOLENJA VAS - MARIJA REKA,6,57,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREČNA,2,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREDDVOR,9,96,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREDOSLJE,2,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREKOPA,2,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREKOPA - ČEPLJE - STOPNIK,9,42,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRELOKA,4,37,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREPOLJE,4,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRESERJE,1,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRESKA MEDVODE,12,82,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREVALJE,10,93,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREVOJE,6,50,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREVORJE,2,30,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PREŽGANJE,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRIGORICA,4,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRIMOSTEK,1,11,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRIMOŽ,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRISTAVA PRI MESTINJU,6,73,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PROŽINSKA VAS,5,51,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRŠETINCI,3,45,,1,"2.104,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PRVENCI - STRELCI,2,21,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PŠATA - DRAGOMELJ,3,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PTUJ,41,490,,2,"17.959,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,PUCONCI,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RAČE,5,50,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RAČEVA,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RAČJE SELO,2,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADEČE,6,38,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADENCI - BORAČEVA,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADLJE OB DRAVI,13,156,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADMIRJE,5,31,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADMOŽANCI,2,29,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADOHOVA VAS,2,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,RADOMLJE,2,16,,,,
